Program,Role,District,Sheet,MetricCode,ResponseCount,TotalDistrictRespondents,ResponseRatePct
CLSS,Observer,Singrauli,Q56,56.5,1.0,1.0,100.0
CLSS,Observer,Singrauli,Q56,56.6,1.0,1.0,100.0
CLSS,Observer,Singrauli,Q56,56.7,1.0,1.0,100.0
CLSS,Observer,Singrauli,Q56,56.8,1.0,1.0,100.0
CLSS,Observer,Tikamgarh,Q56,56.1,2.0,2.0,100.0
CLSS,Observer,Tikamgarh,Q56,56.2,2.0,2.0,100.0
CLSS,Observer,Tikamgarh,Q56,56.3,2.0,2.0,100.0
CLSS,Observer,Tikamgarh,Q56,56.4,2.0,2.0,100.0
CLSS,Observer,Tikamgarh,Q56,56.5,2.0,2.0,100.0
CLSS,Observer,Tikamgarh,Q56,56.6,2.0,2.0,100.0
CLSS,Observer,Tikamgarh,Q56,56.7,2.0,2.0,100.0
CLSS,Observer,Tikamgarh,Q56,56.8,0.0,2.0,0.0
CLSS,Observer,Ujjain,Q56,56.1,7.0,7.0,100.0
CLSS,Observer,Ujjain,Q56,56.2,7.0,7.0,100.0
CLSS,Observer,Ujjain,Q56,56.3,7.0,7.0,100.0
CLSS,Observer,Ujjain,Q56,56.4,6.0,7.0,85.71
CLSS,Observer,Ujjain,Q56,56.5,6.0,7.0,85.71
CLSS,Observer,Ujjain,Q56,56.6,7.0,7.0,100.0
CLSS,Observer,Ujjain,Q56,56.7,7.0,7.0,100.0
CLSS,Observer,Ujjain,Q56,56.8,1.0,7.0,14.29
CLSS,Observer,Umaria,Q56,56.1,1.0,3.0,33.33
CLSS,Observer,Umaria,Q56,56.2,3.0,3.0,100.0
CLSS,Observer,Umaria,Q56,56.3,3.0,3.0,100.0
CLSS,Observer,Umaria,Q56,56.4,3.0,3.0,100.0
CLSS,Observer,Umaria,Q56,56.5,3.0,3.0,100.0
CLSS,Observer,Umaria,Q56,56.6,3.0,3.0,100.0
CLSS,Observer,Umaria,Q56,56.7,3.0,3.0,100.0
CLSS,Observer,Umaria,Q56,56.8,1.0,3.0,33.33
CLSS,Observer,Vidisha,Q56,56.1,1.0,1.0,100.0
CLSS,Observer,Vidisha,Q56,56.2,1.0,1.0,100.0
CLSS,Observer,Vidisha,Q56,56.3,1.0,1.0,100.0
CLSS,Observer,Vidisha,Q56,56.4,0.0,1.0,0.0
CLSS,Observer,Vidisha,Q56,56.5,1.0,1.0,100.0
CLSS,Observer,Vidisha,Q56,56.6,1.0,1.0,100.0
CLSS,Observer,Vidisha,Q56,56.7,1.0,1.0,100.0
CLSS,Observer,Vidisha,Q56,56.8,0.0,1.0,0.0
CLSS,Observer,Total,Q56,56.1,439.0,516.0,85.08
CLSS,Observer,Total,Q56,56.2,468.0,516.0,90.7
CLSS,Observer,Total,Q56,56.3,469.0,516.0,90.89
CLSS,Observer,Total,Q56,56.4,467.0,516.0,90.5
CLSS,Observer,Total,Q56,56.5,453.0,516.0,87.79
CLSS,Observer,Total,Q56,56.6,460.0,516.0,89.15
CLSS,Observer,Total,Q56,56.7,447.0,516.0,86.63
CLSS,Observer,Total,Q56,56.8,149.0,516.0,28.88
CLSS,Observer,Agar Malwa,Q57,Sum of responses,108.0,8.0,1350.0
CLSS,Observer,Alirajpur,Q57,Sum of responses,101.0,15.0,673.33
CLSS,Observer,Anuppur,Q57,Sum of responses,217.0,14.0,1550.0
CLSS,Observer,Ashoknagar,Q57,Sum of responses,245.0,14.0,1750.0
CLSS,Observer,Balaghat,Q57,Sum of responses,11.0,1.0,1100.0
CLSS,Observer,Barwani,Q57,Sum of responses,110.0,9.0,1222.22
CLSS,Observer,Betul,Q57,Sum of responses,64.0,4.0,1600.0
CLSS,Observer,Bhind,Q57,Sum of responses,120.0,10.0,1200.0
CLSS,Observer,Bhopal,Q57,Sum of responses,176.0,16.0,1100.0
CLSS,Observer,Burhanpur,Q57,Sum of responses,30.0,2.0,1500.0
CLSS,Observer,Chhatarpur,Q57,Sum of responses,236.0,18.0,1311.11
CLSS,Observer,Chhindwara,Q57,Sum of responses,159.0,11.0,1445.45
CLSS,Observer,Damoh,Q57,Sum of responses,41.0,4.0,1025.0
CLSS,Observer,Datia,Q57,Sum of responses,340.0,20.0,1700.0
CLSS,Observer,Dhar,Q57,Sum of responses,114.0,11.0,1036.36
CLSS,Observer,Guna,Q57,Sum of responses,241.0,16.0,1506.25
CLSS,Observer,Harda,Q57,Sum of responses,49.0,3.0,1633.33
CLSS,Observer,Indore,Q57,Sum of responses,65.0,6.0,1083.33
CLSS,Observer,Jabalpur,Q57,Sum of responses,96.0,8.0,1200.0
CLSS,Observer,Jhabua,Q57,Sum of responses,59.0,5.0,1180.0
CLSS,Observer,Katni,Q57,Sum of responses,94.0,6.0,1566.67
CLSS,Observer,Khandwa,Q57,Sum of responses,205.0,16.0,1281.25
CLSS,Observer,Khargone,Q57,Sum of responses,401.0,39.0,1028.21
CLSS,Observer,Mandla,Q57,Sum of responses,156.0,11.0,1418.18
CLSS,Observer,Mandsaur,Q57,Sum of responses,143.0,8.0,1787.5
CLSS,Observer,Morena,Q57,Sum of responses,739.0,39.0,1894.87
CLSS,Observer,Narmadapuram,Q57,Sum of responses,160.0,12.0,1333.33
CLSS,Observer,Narsinghpur,Q57,Sum of responses,45.0,4.0,1125.0
CLSS,Observer,Neemuch,Q57,Sum of responses,75.0,5.0,1500.0
CLSS,Observer,Niwari,Q57,Sum of responses,74.0,8.0,925.0
CLSS,Observer,Panna,Q57,Sum of responses,154.0,11.0,1400.0
CLSS,Observer,Raisen,Q57,Sum of responses,219.0,18.0,1216.67
CLSS,Observer,Rajgarh,Q57,Sum of responses,146.0,11.0,1327.27
CLSS,Observer,Ratlam,Q57,Sum of responses,75.0,5.0,1500.0
CLSS,Observer,Rewa,Q57,Sum of responses,9.0,1.0,900.0
CLSS,Observer,Sagar,Q57,Sum of responses,164.0,15.0,1093.33
CLSS,Observer,Satna,Q57,Sum of responses,106.0,10.0,1060.0
CLSS,Observer,Seoni,Q57,Sum of responses,423.0,29.0,1458.62
CLSS,Observer,Shahdol,Q57,Sum of responses,104.0,11.0,945.45
CLSS,Observer,Shajapur,Q57,Sum of responses,230.0,13.0,1769.23
CLSS,Observer,Sheopur,Q57,Sum of responses,233.0,24.0,970.83
CLSS,Observer,Shivpuri,Q57,Sum of responses,112.0,7.0,1600.0
CLSS,Observer,Sidhi,Q57,Sum of responses,72.0,4.0,1800.0
CLSS,Observer,Singrauli,Q57,Sum of responses,11.0,1.0,1100.0
CLSS,Observer,Tikamgarh,Q57,Sum of responses,22.0,2.0,1100.0
CLSS,Observer,Ujjain,Q57,Sum of responses,84.0,7.0,1200.0
CLSS,Observer,Umaria,Q57,Sum of responses,45.0,3.0,1500.0
CLSS,Observer,Vidisha,Q57,Sum of responses,14.0,1.0,1400.0
CLSS,Observer,Grand Total,Q57,Sum of responses,6897.0,0.0,0.0
CLSS,Observer,Agar Malwa,Q58,58.1,3.0,8.0,37.5
CLSS,Observer,Agar Malwa,Q58,58.2,7.0,8.0,87.5
CLSS,Observer,Agar Malwa,Q58,58.3,8.0,8.0,100.0
CLSS,Observer,Agar Malwa,Q58,58.4,6.0,8.0,75.0
CLSS,Observer,Alirajpur,Q58,58.1,9.0,15.0,60.0
CLSS,Observer,Alirajpur,Q58,58.2,14.0,15.0,93.33
CLSS,Observer,Alirajpur,Q58,58.3,13.0,15.0,86.67
CLSS,Observer,Alirajpur,Q58,58.4,11.0,15.0,73.33
CLSS,Observer,Anuppur,Q58,58.1,9.0,14.0,64.29
CLSS,Observer,Anuppur,Q58,58.2,13.0,14.0,92.86
CLSS,Observer,Anuppur,Q58,58.3,14.0,14.0,100.0
CLSS,Observer,Anuppur,Q58,58.4,12.0,14.0,85.71
CLSS,Observer,Ashoknagar,Q58,58.1,9.0,14.0,64.29
CLSS,Observer,Ashoknagar,Q58,58.2,11.0,14.0,78.57
CLSS,Observer,Ashoknagar,Q58,58.3,13.0,14.0,92.86
CLSS,Observer,Ashoknagar,Q58,58.4,9.0,14.0,64.29
CLSS,Observer,Balaghat,Q58,58.1,1.0,1.0,100.0
CLSS,Observer,Balaghat,Q58,58.2,1.0,1.0,100.0
CLSS,Observer,Balaghat,Q58,58.3,1.0,1.0,100.0
CLSS,Observer,Balaghat,Q58,58.4,1.0,1.0,100.0
CLSS,Observer,Barwani,Q58,58.1,4.0,9.0,44.44
CLSS,Observer,Barwani,Q58,58.2,8.0,9.0,88.89
CLSS,Observer,Barwani,Q58,58.3,8.0,9.0,88.89
CLSS,Observer,Barwani,Q58,58.4,9.0,9.0,100.0
CLSS,Observer,Betul,Q58,58.1,4.0,4.0,100.0
CLSS,Observer,Betul,Q58,58.2,4.0,4.0,100.0
CLSS,Observer,Betul,Q58,58.3,4.0,4.0,100.0
CLSS,Observer,Betul,Q58,58.4,4.0,4.0,100.0
CLSS,Observer,Bhind,Q58,58.1,7.0,10.0,70.0
CLSS,Observer,Bhind,Q58,58.2,7.0,10.0,70.0
CLSS,Observer,Bhind,Q58,58.3,10.0,10.0,100.0
CLSS,Observer,Bhind,Q58,58.4,9.0,10.0,90.0
CLSS,Observer,Bhopal,Q58,58.1,13.0,16.0,81.25
CLSS,Observer,Bhopal,Q58,58.2,14.0,16.0,87.5
CLSS,Observer,Bhopal,Q58,58.3,15.0,16.0,93.75
CLSS,Observer,Bhopal,Q58,58.4,12.0,16.0,75.0
CLSS,Observer,Burhanpur,Q58,58.1,2.0,2.0,100.0
CLSS,Observer,Burhanpur,Q58,58.2,2.0,2.0,100.0
CLSS,Observer,Burhanpur,Q58,58.3,2.0,2.0,100.0
CLSS,Observer,Burhanpur,Q58,58.4,2.0,2.0,100.0
CLSS,Observer,Chhatarpur,Q58,58.1,7.0,18.0,38.89
CLSS,Observer,Chhatarpur,Q58,58.2,11.0,18.0,61.11
CLSS,Observer,Chhatarpur,Q58,58.3,15.0,18.0,83.33
CLSS,Observer,Chhatarpur,Q58,58.4,14.0,18.0,77.78
CLSS,Observer,Chhindwara,Q58,58.1,9.0,11.0,81.82
CLSS,Observer,Chhindwara,Q58,58.2,10.0,11.0,90.91
CLSS,Observer,Chhindwara,Q58,58.3,10.0,11.0,90.91
CLSS,Observer,Chhindwara,Q58,58.4,9.0,11.0,81.82
CLSS,Observer,Damoh,Q58,58.1,1.0,4.0,25.0
CLSS,Observer,Damoh,Q58,58.2,3.0,4.0,75.0
CLSS,Observer,Damoh,Q58,58.3,4.0,4.0,100.0
CLSS,Observer,Damoh,Q58,58.4,2.0,4.0,50.0
CLSS,Observer,Datia,Q58,58.1,12.0,20.0,60.0
CLSS,Observer,Datia,Q58,58.2,17.0,20.0,85.0
CLSS,Observer,Datia,Q58,58.3,20.0,20.0,100.0
CLSS,Observer,Datia,Q58,58.4,14.0,20.0,70.0
CLSS,Observer,Dhar,Q58,58.1,8.0,11.0,72.73
CLSS,Observer,Dhar,Q58,58.2,9.0,11.0,81.82
CLSS,Observer,Dhar,Q58,58.3,9.0,11.0,81.82
CLSS,Observer,Dhar,Q58,58.4,10.0,11.0,90.91
CLSS,Observer,Guna,Q58,58.1,10.0,16.0,62.5
CLSS,Observer,Guna,Q58,58.2,11.0,16.0,68.75
CLSS,Observer,Guna,Q58,58.3,13.0,16.0,81.25
CLSS,Observer,Guna,Q58,58.4,13.0,16.0,81.25
CLSS,Observer,Harda,Q58,58.1,2.0,3.0,66.67
CLSS,Observer,Harda,Q58,58.2,3.0,3.0,100.0
CLSS,Observer,Harda,Q58,58.3,3.0,3.0,100.0
CLSS,Observer,Harda,Q58,58.4,3.0,3.0,100.0
CLSS,Observer,Indore,Q58,58.1,4.0,6.0,66.67
CLSS,Observer,Indore,Q58,58.2,6.0,6.0,100.0
CLSS,Observer,Indore,Q58,58.3,6.0,6.0,100.0
CLSS,Observer,Indore,Q58,58.4,6.0,6.0,100.0
CLSS,Observer,Jabalpur,Q58,58.1,7.0,8.0,87.5
CLSS,Observer,Jabalpur,Q58,58.2,8.0,8.0,100.0
CLSS,Observer,Jabalpur,Q58,58.3,7.0,8.0,87.5
CLSS,Observer,Jabalpur,Q58,58.4,5.0,8.0,62.5
CLSS,Observer,Jhabua,Q58,58.1,4.0,5.0,80.0
CLSS,Observer,Jhabua,Q58,58.2,5.0,5.0,100.0
CLSS,Observer,Jhabua,Q58,58.3,5.0,5.0,100.0
CLSS,Observer,Jhabua,Q58,58.4,5.0,5.0,100.0
CLSS,Observer,Katni,Q58,58.1,4.0,6.0,66.67
CLSS,Observer,Katni,Q58,58.2,5.0,6.0,83.33
CLSS,Observer,Katni,Q58,58.3,5.0,6.0,83.33
CLSS,Observer,Katni,Q58,58.4,4.0,6.0,66.67
CLSS,Observer,Khandwa,Q58,58.1,12.0,16.0,75.0
CLSS,Observer,Khandwa,Q58,58.2,12.0,16.0,75.0
CLSS,Observer,Khandwa,Q58,58.3,16.0,16.0,100.0
CLSS,Observer,Khandwa,Q58,58.4,13.0,16.0,81.25
CLSS,Observer,Khargone,Q58,58.1,33.0,39.0,84.62
CLSS,Observer,Khargone,Q58,58.2,37.0,39.0,94.87
CLSS,Observer,Khargone,Q58,58.3,37.0,39.0,94.87
CLSS,Observer,Khargone,Q58,58.4,36.0,39.0,92.31
CLSS,Observer,Mandla,Q58,58.1,7.0,11.0,63.64
CLSS,Observer,Mandla,Q58,58.2,5.0,11.0,45.45
CLSS,Observer,Mandla,Q58,58.3,10.0,11.0,90.91
CLSS,Observer,Mandla,Q58,58.4,8.0,11.0,72.73
CLSS,Observer,Mandsaur,Q58,58.1,4.0,8.0,50.0
CLSS,Observer,Mandsaur,Q58,58.2,8.0,8.0,100.0
CLSS,Observer,Mandsaur,Q58,58.3,8.0,8.0,100.0
CLSS,Observer,Mandsaur,Q58,58.4,7.0,8.0,87.5
CLSS,Observer,Morena,Q58,58.1,21.0,39.0,53.85
CLSS,Observer,Morena,Q58,58.2,31.0,39.0,79.49
CLSS,Observer,Morena,Q58,58.3,38.0,39.0,97.44
CLSS,Observer,Morena,Q58,58.4,32.0,39.0,82.05
CLSS,Observer,Narmadapuram,Q58,58.1,9.0,12.0,75.0
CLSS,Observer,Narmadapuram,Q58,58.2,10.0,12.0,83.33
CLSS,Observer,Narmadapuram,Q58,58.3,11.0,12.0,91.67
CLSS,Observer,Narmadapuram,Q58,58.4,11.0,12.0,91.67
CLSS,Observer,Narsinghpur,Q58,58.1,1.0,4.0,25.0
CLSS,Observer,Narsinghpur,Q58,58.2,2.0,4.0,50.0
CLSS,Observer,Narsinghpur,Q58,58.3,4.0,4.0,100.0
CLSS,Observer,Narsinghpur,Q58,58.4,3.0,4.0,75.0
CLSS,Observer,Neemuch,Q58,58.1,3.0,5.0,60.0
CLSS,Observer,Neemuch,Q58,58.2,4.0,5.0,80.0
CLSS,Observer,Neemuch,Q58,58.3,4.0,5.0,80.0
CLSS,Observer,Neemuch,Q58,58.4,3.0,5.0,60.0
CLSS,Observer,Niwari,Q58,58.1,1.0,8.0,12.5
CLSS,Observer,Niwari,Q58,58.2,7.0,8.0,87.5
CLSS,Observer,Niwari,Q58,58.3,8.0,8.0,100.0
CLSS,Observer,Niwari,Q58,58.4,7.0,8.0,87.5
CLSS,Observer,Panna,Q58,58.1,8.0,11.0,72.73
CLSS,Observer,Panna,Q58,58.2,9.0,11.0,81.82
CLSS,Observer,Panna,Q58,58.3,9.0,11.0,81.82
CLSS,Observer,Panna,Q58,58.4,11.0,11.0,100.0
CLSS,Observer,Raisen,Q58,58.1,11.0,18.0,61.11
CLSS,Observer,Raisen,Q58,58.2,17.0,18.0,94.44
CLSS,Observer,Raisen,Q58,58.3,18.0,18.0,100.0
CLSS,Observer,Raisen,Q58,58.4,17.0,18.0,94.44
CLSS,Observer,Rajgarh,Q58,58.1,7.0,11.0,63.64
CLSS,Observer,Rajgarh,Q58,58.2,9.0,11.0,81.82
CLSS,Observer,Rajgarh,Q58,58.3,11.0,11.0,100.0
CLSS,Observer,Rajgarh,Q58,58.4,9.0,11.0,81.82
CLSS,Observer,Ratlam,Q58,58.1,1.0,5.0,20.0
CLSS,Observer,Ratlam,Q58,58.2,4.0,5.0,80.0
CLSS,Observer,Ratlam,Q58,58.3,4.0,5.0,80.0
CLSS,Observer,Ratlam,Q58,58.4,4.0,5.0,80.0
CLSS,Observer,Rewa,Q58,58.1,1.0,1.0,100.0
CLSS,Observer,Rewa,Q58,58.2,1.0,1.0,100.0
CLSS,Observer,Rewa,Q58,58.3,1.0,1.0,100.0
CLSS,Observer,Rewa,Q58,58.4,1.0,1.0,100.0
CLSS,Observer,Sagar,Q58,58.1,6.0,15.0,40.0
CLSS,Observer,Sagar,Q58,58.2,9.0,15.0,60.0
CLSS,Observer,Sagar,Q58,58.3,14.0,15.0,93.33
CLSS,Observer,Sagar,Q58,58.4,8.0,15.0,53.33
CLSS,Observer,Satna,Q58,58.1,5.0,10.0,50.0
CLSS,Observer,Satna,Q58,58.2,9.0,10.0,90.0
CLSS,Observer,Satna,Q58,58.3,10.0,10.0,100.0
CLSS,Observer,Satna,Q58,58.4,10.0,10.0,100.0
CLSS,Observer,Seoni,Q58,58.1,25.0,29.0,86.21
CLSS,Observer,Seoni,Q58,58.2,26.0,29.0,89.66
CLSS,Observer,Seoni,Q58,58.3,27.0,29.0,93.1
CLSS,Observer,Seoni,Q58,58.4,24.0,29.0,82.76
CLSS,Observer,Shahdol,Q58,58.1,9.0,11.0,81.82
CLSS,Observer,Shahdol,Q58,58.2,11.0,11.0,100.0
CLSS,Observer,Shahdol,Q58,58.3,11.0,11.0,100.0
CLSS,Observer,Shahdol,Q58,58.4,10.0,11.0,90.91
CLSS,Observer,Shajapur,Q58,58.1,9.0,13.0,69.23
CLSS,Observer,Shajapur,Q58,58.2,11.0,13.0,84.62
CLSS,Observer,Shajapur,Q58,58.3,11.0,13.0,84.62
CLSS,Observer,Shajapur,Q58,58.4,12.0,13.0,92.31
CLSS,Observer,Sheopur,Q58,58.1,16.0,24.0,66.67
CLSS,Observer,Sheopur,Q58,58.2,20.0,24.0,83.33
CLSS,Observer,Sheopur,Q58,58.3,21.0,24.0,87.5
CLSS,Observer,Sheopur,Q58,58.4,17.0,24.0,70.83
CLSS,Observer,Shivpuri,Q58,58.1,5.0,7.0,71.43
CLSS,Observer,Shivpuri,Q58,58.2,7.0,7.0,100.0
CLSS,Observer,Shivpuri,Q58,58.3,6.0,7.0,85.71
CLSS,Observer,Shivpuri,Q58,58.4,7.0,7.0,100.0
CLSS,Observer,Sidhi,Q58,58.1,3.0,4.0,75.0
CLSS,Observer,Sidhi,Q58,58.2,4.0,4.0,100.0
CLSS,Observer,Sidhi,Q58,58.3,4.0,4.0,100.0
CLSS,Observer,Sidhi,Q58,58.4,4.0,4.0,100.0
CLSS,Observer,Singrauli,Q58,58.1,1.0,1.0,100.0
CLSS,Observer,Singrauli,Q58,58.2,1.0,1.0,100.0
CLSS,Observer,Singrauli,Q58,58.3,1.0,1.0,100.0
CLSS,Observer,Singrauli,Q58,58.4,1.0,1.0,100.0
CLSS,Observer,Tikamgarh,Q58,58.1,1.0,2.0,50.0
CLSS,Observer,Tikamgarh,Q58,58.2,1.0,2.0,50.0
CLSS,Observer,Tikamgarh,Q58,58.3,2.0,2.0,100.0
CLSS,Observer,Tikamgarh,Q58,58.4,2.0,2.0,100.0
CLSS,Observer,Ujjain,Q58,58.1,5.0,7.0,71.43
CLSS,Observer,Ujjain,Q58,58.2,7.0,7.0,100.0
CLSS,Observer,Ujjain,Q58,58.3,7.0,7.0,100.0
CLSS,Observer,Ujjain,Q58,58.4,7.0,7.0,100.0
CLSS,Observer,Umaria,Q58,58.1,1.0,3.0,33.33
CLSS,Observer,Umaria,Q58,58.2,2.0,3.0,66.67
CLSS,Observer,Umaria,Q58,58.3,3.0,3.0,100.0
CLSS,Observer,Umaria,Q58,58.4,2.0,3.0,66.67
CLSS,Observer,Vidisha,Q58,58.1,1.0,1.0,100.0
CLSS,Observer,Vidisha,Q58,58.2,1.0,1.0,100.0
CLSS,Observer,Vidisha,Q58,58.3,1.0,1.0,100.0
CLSS,Observer,Vidisha,Q58,58.4,1.0,1.0,100.0
CLSS,Observer,Total,Q58,58.1,335.0,516.0,64.92
CLSS,Observer,Total,Q58,58.2,434.0,516.0,84.11
CLSS,Observer,Total,Q58,58.3,482.0,516.0,93.41
CLSS,Observer,Total,Q58,58.4,427.0,516.0,82.75
CLSS,Observer,Agar Malwa,Q59,59.1,5.0,8.0,62.5
CLSS,Observer,Agar Malwa,Q59,59.2,3.0,8.0,37.5
CLSS,Observer,Agar Malwa,Q59,59.3,0.0,8.0,0.0
CLSS,Observer,Alirajpur,Q59,59.1,13.0,15.0,86.67
CLSS,Observer,Alirajpur,Q59,59.2,2.0,15.0,13.33
CLSS,Observer,Alirajpur,Q59,59.3,0.0,15.0,0.0
CLSS,Observer,Anuppur,Q59,59.1,8.0,14.0,57.14
CLSS,Observer,Anuppur,Q59,59.2,6.0,14.0,42.86
CLSS,Observer,Anuppur,Q59,59.3,0.0,14.0,0.0
CLSS,Observer,Ashoknagar,Q59,59.1,12.0,14.0,85.71
CLSS,Observer,Ashoknagar,Q59,59.2,2.0,14.0,14.29
CLSS,Observer,Ashoknagar,Q59,59.3,0.0,14.0,0.0
CLSS,Observer,Balaghat,Q59,59.1,0.0,1.0,0.0
CLSS,Observer,Balaghat,Q59,59.2,1.0,1.0,100.0
CLSS,Observer,Balaghat,Q59,59.3,0.0,1.0,0.0
CLSS,Observer,Barwani,Q59,59.1,5.0,9.0,55.56
CLSS,Observer,Barwani,Q59,59.2,4.0,9.0,44.44
CLSS,Observer,Barwani,Q59,59.3,0.0,9.0,0.0
CLSS,Observer,Betul,Q59,59.1,4.0,4.0,100.0
CLSS,Observer,Betul,Q59,59.2,0.0,4.0,0.0
CLSS,Observer,Betul,Q59,59.3,0.0,4.0,0.0
CLSS,Observer,Bhind,Q59,59.1,5.0,10.0,50.0
CLSS,Observer,Bhind,Q59,59.2,4.0,10.0,40.0
CLSS,Observer,Bhind,Q59,59.3,1.0,10.0,10.0
CLSS,Observer,Bhopal,Q59,59.1,9.0,16.0,56.25
CLSS,Observer,Bhopal,Q59,59.2,7.0,16.0,43.75
CLSS,Observer,Bhopal,Q59,59.3,0.0,16.0,0.0
CLSS,Observer,Burhanpur,Q59,59.1,1.0,2.0,50.0
CLSS,Observer,Burhanpur,Q59,59.2,1.0,2.0,50.0
CLSS,Observer,Burhanpur,Q59,59.3,0.0,2.0,0.0
CLSS,Observer,Chhatarpur,Q59,59.1,5.0,18.0,27.78
CLSS,Observer,Chhatarpur,Q59,59.2,13.0,18.0,72.22
CLSS,Observer,Chhatarpur,Q59,59.3,0.0,18.0,0.0
CLSS,Observer,Chhindwara,Q59,59.1,10.0,11.0,90.91
CLSS,Observer,Chhindwara,Q59,59.2,1.0,11.0,9.09
CLSS,Observer,Chhindwara,Q59,59.3,0.0,11.0,0.0
CLSS,Observer,Damoh,Q59,59.1,0.0,4.0,0.0
CLSS,Observer,Damoh,Q59,59.2,4.0,4.0,100.0
CLSS,Observer,Damoh,Q59,59.3,0.0,4.0,0.0
CLSS,Observer,Datia,Q59,59.1,12.0,20.0,60.0
CLSS,Observer,Datia,Q59,59.2,8.0,20.0,40.0
CLSS,Observer,Datia,Q59,59.3,0.0,20.0,0.0
CLSS,Observer,Dhar,Q59,59.1,7.0,11.0,63.64
CLSS,Observer,Dhar,Q59,59.2,3.0,11.0,27.27
CLSS,Observer,Dhar,Q59,59.3,1.0,11.0,9.09
CLSS,Observer,Guna,Q59,59.1,8.0,16.0,50.0
CLSS,Observer,Guna,Q59,59.2,7.0,16.0,43.75
CLSS,Observer,Guna,Q59,59.3,1.0,16.0,6.25
CLSS,Observer,Harda,Q59,59.1,3.0,3.0,100.0
CLSS,Observer,Harda,Q59,59.2,0.0,3.0,0.0
CLSS,Observer,Harda,Q59,59.3,0.0,3.0,0.0
CLSS,Observer,Indore,Q59,59.1,6.0,6.0,100.0
CLSS,Observer,Indore,Q59,59.2,0.0,6.0,0.0
CLSS,Observer,Indore,Q59,59.3,0.0,6.0,0.0
CLSS,Observer,Jabalpur,Q59,59.1,7.0,8.0,87.5
CLSS,Observer,Jabalpur,Q59,59.2,1.0,8.0,12.5
CLSS,Observer,Jabalpur,Q59,59.3,0.0,8.0,0.0
CLSS,Observer,Jhabua,Q59,59.1,5.0,5.0,100.0
CLSS,Observer,Jhabua,Q59,59.2,0.0,5.0,0.0
CLSS,Observer,Jhabua,Q59,59.3,0.0,5.0,0.0
CLSS,Observer,Katni,Q59,59.1,3.0,6.0,50.0
CLSS,Observer,Katni,Q59,59.2,3.0,6.0,50.0
CLSS,Observer,Katni,Q59,59.3,0.0,6.0,0.0
CLSS,Observer,Khandwa,Q59,59.1,14.0,16.0,87.5
CLSS,Observer,Khandwa,Q59,59.2,2.0,16.0,12.5
CLSS,Observer,Khandwa,Q59,59.3,0.0,16.0,0.0
CLSS,Observer,Khargone,Q59,59.1,24.0,39.0,61.54
CLSS,Observer,Khargone,Q59,59.2,15.0,39.0,38.46
CLSS,Observer,Khargone,Q59,59.3,0.0,39.0,0.0
CLSS,Observer,Mandla,Q59,59.1,7.0,11.0,63.64
CLSS,Observer,Mandla,Q59,59.2,3.0,11.0,27.27
CLSS,Observer,Mandla,Q59,59.3,1.0,11.0,9.09
CLSS,Observer,Mandsaur,Q59,59.1,6.0,8.0,75.0
CLSS,Observer,Mandsaur,Q59,59.2,2.0,8.0,25.0
CLSS,Observer,Mandsaur,Q59,59.3,0.0,8.0,0.0
CLSS,Observer,Morena,Q59,59.1,16.0,39.0,41.03
CLSS,Observer,Morena,Q59,59.2,20.0,39.0,51.28
CLSS,Observer,Morena,Q59,59.3,3.0,39.0,7.69
CLSS,Observer,Narmadapuram,Q59,59.1,9.0,12.0,75.0
CLSS,Observer,Narmadapuram,Q59,59.2,3.0,12.0,25.0
CLSS,Observer,Narmadapuram,Q59,59.3,0.0,12.0,0.0
CLSS,Observer,Narsinghpur,Q59,59.1,1.0,4.0,25.0
CLSS,Observer,Narsinghpur,Q59,59.2,3.0,4.0,75.0
CLSS,Observer,Narsinghpur,Q59,59.3,0.0,4.0,0.0
CLSS,Observer,Neemuch,Q59,59.1,2.0,5.0,40.0
CLSS,Observer,Neemuch,Q59,59.2,3.0,5.0,60.0
CLSS,Observer,Neemuch,Q59,59.3,0.0,5.0,0.0
CLSS,Observer,Niwari,Q59,59.1,4.0,8.0,50.0
CLSS,Observer,Niwari,Q59,59.2,4.0,8.0,50.0
CLSS,Observer,Niwari,Q59,59.3,0.0,8.0,0.0
CLSS,Observer,Panna,Q59,59.1,8.0,11.0,72.73
CLSS,Observer,Panna,Q59,59.2,3.0,11.0,27.27
CLSS,Observer,Panna,Q59,59.3,0.0,11.0,0.0
CLSS,Observer,Raisen,Q59,59.1,8.0,18.0,44.44
CLSS,Observer,Raisen,Q59,59.2,10.0,18.0,55.56
CLSS,Observer,Raisen,Q59,59.3,0.0,18.0,0.0
CLSS,Observer,Rajgarh,Q59,59.1,7.0,11.0,63.64
CLSS,Observer,Rajgarh,Q59,59.2,4.0,11.0,36.36
CLSS,Observer,Rajgarh,Q59,59.3,0.0,11.0,0.0
CLSS,Observer,Ratlam,Q59,59.1,3.0,5.0,60.0
CLSS,Observer,Ratlam,Q59,59.2,2.0,5.0,40.0
CLSS,Observer,Ratlam,Q59,59.3,0.0,5.0,0.0
CLSS,Observer,Rewa,Q59,59.1,1.0,1.0,100.0
CLSS,Observer,Rewa,Q59,59.2,0.0,1.0,0.0
CLSS,Observer,Rewa,Q59,59.3,0.0,1.0,0.0
CLSS,Observer,Sagar,Q59,59.1,9.0,15.0,60.0
CLSS,Observer,Sagar,Q59,59.2,5.0,15.0,33.33
